year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate
2003,4,12,  ,  ,     ,33.82,133.705,26.5,5.99,234.0,11.0,115.0,67,35,0.013,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2003,3,13,  ,  ,     ,33.509,132.95799,27.0,5.95,214.0,11.0,85.0,52,35,0.014,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2003,2,6,  ,  ,     ,33.731,134.41701,20.5,5.68,245.0,11.0,90.0,59,34,0.005,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2003,2,4,  ,  ,     ,34.491,136.323,29.5,5.84,201.0,17.0,80.0,51,35,0.01,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,12,25,  ,  ,     ,33.302,132.386,28.2,6.09,208.0,26.0,74.0,66,35,0.018,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,11,21,  ,  ,     ,34.89,137.588,25.9,5.88,267.0,17.0,119.0,38,35,0.015,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,10,17,  ,  ,     ,33.893,133.739,28.1,6.04,242.0,12.0,100.0,68,34,0.015,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,9,3,  ,  ,     ,34.902,138.175,20.2,5.51,244.0,16.0,112.0,51,35,0.003,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,8,15,  ,  ,     ,33.34,132.811,26.8,6.03,223.0,13.0,102.0,53,34,0.019,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,7,23,  ,  ,     ,34.337,136.162,31.1,6.12,215.0,26.0,68.0,58,35,0.023,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,6,5,  ,  ,     ,34.909,137.263,28.1,5.77,281.0,12.0,172.0,64,35,0.006,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,5,19,  ,  ,     ,35.089,138.23801,24.4,5.84,244.0,18.0,131.0,75,36,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,5,16,  ,  ,     ,34.919,137.698,26.5,5.83,266.0,17.0,146.0,51,35,0.01,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,3,14,  ,  ,     ,34.948,136.907,27.2,5.92,199.0,10.0,55.0,48,34,0.015,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,2,19,  ,  ,     ,33.666,133.20399,29.2,6.1,236.0,7.0,106.0,77,36,0.016,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,2,3,  ,  ,     ,34.91,137.892,25.1,5.88,263.0,17.0,109.0,78,36,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,2,2,  ,  ,     ,33.637,135.37399,23.5,5.61,295.0,23.0,156.0,64,35,0.004,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,1,16,  ,  ,     ,34.062,136.27699,26.2,5.63,231.0,18.0,68.0,64,34,0.004,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2002,1,15,  ,  ,     ,33.682,133.28799,29.8,6.06,245.0,6.0,113.0,79,35,0.014,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,12,25,  ,  ,     ,34.603,136.53,28.0,5.84,208.0,14.0,96.0,61,35,0.009,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,12,4,  ,  ,     ,33.797,134.586,20.9,5.86,251.0,13.0,119.0,64,35,0.008,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,9,14,  ,  ,     ,35.064,137.304,25.6,6.15,223.0,9.0,89.0,87,34,0.017,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,8,20,  ,  ,     ,33.59,133.039,27.8,6.07,220.0,9.0,97.0,60,35,0.018,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,5,18,  ,  ,     ,34.347,136.243,29.7,5.88,209.0,20.0,107.0,49,35,0.012,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,3,29,  ,  ,     ,33.767,134.474,21.0,5.84,247.0,12.0,99.0,69,35,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,3,20,  ,  ,     ,34.841,137.10699,23.7,5.55,212.0,11.0,56.0,47,35,0.004,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,1,29,  ,  ,     ,34.165,136.05701,31.2,5.9,226.0,26.0,107.0,48,35,0.013,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2001,1,9,  ,  ,     ,33.549,132.93401,27.5,6.15,214.0,12.0,95.0,73,34,0.021,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2000,12,4,  ,  ,     ,35.287,138.685,18.6,5.78,220.0,17.0,82.0,82,34,0.005,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2000,10,17,  ,  ,     ,33.695,136.189,19.3,5.96,251.0,18.0,147.0,79,36,0.009,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2000,10,3,  ,  ,     ,33.703,133.524,27.2,5.85,237.0,10.0,117.0,58,35,0.009,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2000,9,7,  ,  ,     ,34.971,137.106,27.2,6.28,219.0,11.0,80.0,133,38,0.017,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2000,2,14,  ,  ,     ,33.661,133.422,28.4,6.07,244.0,8.0,107.0,63,35,0.018,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,12,10,  ,  ,     ,34.751,138.15601,18.6,5.69,256.0,14.0,96.0,77,36,0.004,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,12,9,  ,  ,     ,33.571,135.282,21.8,5.67,294.0,16.0,164.0,54,34,0.005,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,11,15,  ,  ,     ,33.859,133.80299,26.7,5.83,242.0,12.0,80.0,49,35,0.01,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,9,16,  ,  ,     ,34.343,136.388,27.7,5.79,210.0,15.0,48.0,49,35,0.009,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,9,9,  ,  ,     ,33.648,132.939,28.5,6.14,208.0,10.0,83.0,65,36,0.022,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,8,19,  ,  ,     ,33.801,132.894,31.5,5.97,214.0,6.0,88.0,51,35,0.015,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,6,18,  ,  ,     ,34.251,136.589,23.0,5.74,216.0,15.0,73.0,50,34,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,5,5,  ,  ,     ,33.51,133.30901,26.2,6.02,243.0,10.0,111.0,60,36,0.015,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1999,1,25,  ,  ,     ,33.566,135.662,20.7,5.64,272.0,18.0,141.0,49,35,0.005,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,12,30,  ,  ,     ,33.756,134.739,20.8,5.72,266.0,13.0,153.0,50,35,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,11,7,  ,  ,     ,33.448,132.653,30.1,6.09,214.0,14.0,76.0,54,35,0.022,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,10,2,  ,  ,     ,33.763,133.424,30.9,6.03,256.0,7.0,133.0,69,36,0.013,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,8,13,  ,  ,     ,34.992,137.42101,25.1,6.11,235.0,8.0,99.0,91,36,0.014,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,7,25,  ,  ,     ,33.477,135.582,19.0,5.6,270.0,14.0,164.0,41,35,0.005,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,5,7,  ,  ,     ,33.642,133.265,29.5,6.04,247.0,7.0,129.0,63,35,0.016,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,4,10,  ,  ,     ,34.64,136.534,29.5,5.77,214.0,13.0,75.0,47,34,0.009,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,1,30,  ,  ,     ,34.772,138.619,15.5,5.99,242.0,8.0,93.0,101,38,0.008,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,1,23,  ,  ,     ,33.527,132.66499,30.4,5.97,204.0,12.0,77.0,44,35,0.018,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,1,19,  ,  ,     ,33.554,135.461,21.3,5.75,283.0,17.0,166.0,54,34,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1998,1,5,  ,  ,     ,33.857,134.27699,25.1,5.88,256.0,12.0,144.0,84,36,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,11,22,  ,  ,     ,34.808,136.82899,28.4,6.03,217.0,11.0,85.0,77,35,0.013,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,10,30,  ,  ,     ,35.094,138.177,24.6,5.77,239.0,18.0,87.0,50,35,0.008,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,10,7,  ,  ,     ,33.82,134.362,23.5,5.94,254.0,13.0,133.0,63,34,0.012,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,9,11,  ,  ,     ,33.28,132.97099,22.8,6.24,229.0,16.0,105.0,84,39,0.022,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,8,13,  ,  ,     ,34.786,137.422,25.1,5.99,277.0,13.0,115.0,60,36,0.013,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,4,3,  ,  ,     ,33.883,136.035,25.6,5.87,245.0,22.0,129.0,54,34,0.011,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,3,20,  ,  ,     ,33.674,133.23599,28.8,6.23,234.0,7.0,107.0,86,35,0.023,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1997,1,22,  ,  ,     ,34.92,137.017,26.0,5.87,208.0,10.0,75.0,40,35,0.014,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1996,11,7,  ,  ,     ,34.95,138.295,19.9,5.83,242.0,16.0,80.0,69,36,0.007,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
1996,9,18,  ,  ,     ,33.722,133.133,29.6,6.23,228.0,7.0,94.0,77,36,0.024,            ,Nishimura2013-SSE,Nishimura (2013),2018-06-25
2013,11,7,  ,  ,     ,28.361,130.726,7.4,5.99,216.0,18.0,100.0,22,40,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,10,24,  ,  ,     ,33.48,132.67999,29.5,5.98,205.0,13.0,86.0,38,44,0.017,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,10,19,  ,  ,     ,24.402,125.93,22.0,6.36,240.0,20.0,138.0,68,39,0.04,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,10,7,  ,  ,     ,26.149,128.196,16.5,5.91,234.0,12.0,89.0,66,26,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,9,24,  ,  ,     ,30.359,131.506,15.8,6.25,204.0,19.0,98.0,63,39,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,9,3,  ,  ,     ,28.647,129.80901,43.3,6.35,227.0,30.0,100.0,26,40,0.101,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,8,5,  ,  ,     ,24.226,124.304,28.2,6.51,260.0,25.0,110.0,104,48,0.037,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,7,2,  ,  ,     ,26.375,127.88,24.0,5.88,228.0,21.0,103.0,54,39,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,7,2,  ,  ,     ,32.008,131.886,16.8,6.08,194.0,31.0,91.0,23,50,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,6,23,  ,  ,     ,30.938,130.668,62.5,6.25,202.0,56.0,88.0,33,40,0.054,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,6,4,  ,  ,     ,33.631,133.46899,27.9,6.09,245.0,8.0,122.0,84,40,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,5,16,  ,  ,     ,28.59,129.978,35.3,6.1,226.0,28.0,68.0,39,38,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,3,7,  ,  ,     ,24.447,125.886,23.9,6.25,240.0,21.0,144.0,75,39,0.025,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2013,1,2,  ,  ,     ,24.219,123.963,30.1,6.55,260.0,28.0,98.0,92,55,0.042,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,12,9,  ,  ,     ,33.708,133.549,27.9,6.25,240.0,7.0,118.0,136,46,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,11,2,  ,  ,     ,28.005,130.004,15.5,5.98,220.0,20.0,91.0,23,39,0.031,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,9,17,  ,  ,     ,33.197,132.373,27.9,5.93,212.0,23.0,36.0,36,37,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,9,17,  ,  ,     ,30.537,131.388,21.1,6.14,200.0,21.0,91.0,41,43,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,9,16,  ,  ,     ,28.574,130.17101,28.1,6.02,223.0,26.0,48.0,40,39,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,8,26,  ,  ,     ,26.033,127.683,19.7,6.0,215.0,20.0,51.0,11,41,0.066,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,8,19,  ,  ,     ,32.497,132.217,16.0,6.11,214.0,28.0,82.0,64,40,0.017,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,7,23,  ,  ,     ,28.106,130.091,15.5,6.18,219.0,20.0,79.0,60,44,0.022,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,5,30,  ,  ,     ,33.722,133.259,28.5,6.16,228.0,7.0,101.0,98,45,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,5,13,  ,  ,     ,24.276,123.936,32.8,6.49,259.0,28.0,110.0,67,42,0.06,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,4,12,  ,  ,     ,28.29,130.84399,3.2,6.12,210.0,16.0,86.0,36,39,0.033,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,4,8,  ,  ,     ,30.42,131.097,29.1,6.18,203.0,23.0,53.0,37,35,0.043,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,3,27,  ,  ,     ,26.074,128.153,15.7,5.81,240.0,13.0,116.0,29,43,0.013,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,3,3,  ,  ,     ,26.238,128.08099,19.4,5.75,236.0,15.0,101.0,52,35,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,1,11,  ,  ,     ,28.335,130.855,3.6,6.33,211.0,17.0,88.0,36,40,0.069,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2012,1,3,  ,  ,     ,33.683,133.356,27.0,6.26,229.0,8.0,109.0,111,48,0.014,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,12,7,  ,  ,     ,28.01,128.75101,53.2,6.45,205.0,33.0,87.0,89,39,0.041,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,10,21,  ,  ,     ,24.262,124.016,31.4,6.47,258.0,27.0,93.0,74,44,0.049,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,8,14,  ,  ,     ,30.8,131.786,14.7,6.07,198.0,13.0,78.0,38,39,0.026,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,8,9,  ,  ,     ,33.688,133.442,29.2,6.14,248.0,7.0,114.0,62,45,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,6,29,  ,  ,     ,25.827,128.36,11.8,5.83,241.0,7.0,101.0,38,38,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,6,5,  ,  ,     ,26.357,129.078,10.3,6.11,217.0,13.0,55.0,34,40,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,6,3,  ,  ,     ,28.944,130.80901,16.5,6.56,210.0,22.0,112.0,35,39,0.154,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,5,8,  ,  ,     ,28.407,130.826,5.6,6.22,214.0,18.0,81.0,27,40,0.06,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,4,29,  ,  ,     ,25.492,127.669,13.5,6.24,235.0,11.0,119.0,40,39,0.046,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,3,28,  ,  ,     ,24.249,124.201,29.2,6.48,259.0,27.0,104.0,95,50,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,3,22,  ,  ,     ,26.283,128.026,21.6,5.74,247.0,18.0,145.0,13,30,0.032,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,2,13,  ,  ,     ,25.922,128.44901,12.4,5.94,247.0,9.0,96.0,57,39,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,2,6,  ,  ,     ,28.333,130.797,5.2,6.34,214.0,17.0,61.0,32,39,0.078,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,1,22,  ,  ,     ,30.421,131.27499,24.2,6.26,205.0,20.0,79.0,70,37,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2011,1,6,  ,  ,     ,32.996,132.31799,22.1,6.14,204.0,31.0,73.0,98,49,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,12,10,  ,  ,     ,33.379,132.875,24.3,6.15,224.0,18.0,99.0,132,41,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,10,29,  ,  ,     ,28.38,130.841,4.7,6.19,213.0,18.0,91.0,27,40,0.056,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,8,22,  ,  ,     ,24.237,123.941,31.1,6.58,258.0,27.0,104.0,67,46,0.075,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,8,15,  ,  ,     ,33.195,133.14799,14.7,6.18,219.0,14.0,74.0,154,53,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,7,11,  ,  ,     ,24.584,125.979,26.8,6.32,239.0,22.0,139.0,82,38,0.03,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,7,11,  ,  ,     ,33.673,133.278,30.6,6.02,261.0,7.0,125.0,51,56,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,6,23,  ,  ,     ,26.096,128.05299,16.8,5.83,233.0,14.0,74.0,38,42,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,6,4,  ,  ,     ,27.048,128.91299,24.5,6.15,213.0,23.0,90.0,24,41,0.052,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,5,16,  ,  ,     ,32.872,132.61099,16.3,6.07,211.0,18.0,99.0,83,47,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,5,13,  ,  ,     ,28.349,130.839,4.2,6.04,213.0,18.0,90.0,31,40,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,3,10,  ,  ,     ,33.088,132.855,20.2,6.23,230.0,16.0,99.0,37,52,0.036,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2010,1,4,  ,  ,     ,24.262,123.866,32.8,6.37,259.0,28.0,98.0,52,42,0.05,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,12,29,  ,  ,     ,33.951,134.183,25.2,6.22,242.0,12.0,118.0,122,50,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,12,25,  ,  ,     ,30.57,131.265,25.6,6.06,202.0,22.0,97.0,34,49,0.023,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,11,28,  ,  ,     ,25.965,128.401,13.1,5.72,247.0,10.0,115.0,51,39,0.006,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,11,5,  ,  ,     ,33.542,132.817,28.8,6.04,205.0,10.0,84.0,42,41,0.02,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,10,7,  ,  ,     ,27.056,128.83,27.6,6.34,214.0,24.0,96.0,32,38,0.081,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,8,15,  ,  ,     ,28.388,129.86,34.1,6.34,236.0,24.0,143.0,80,39,0.032,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,7,28,  ,  ,     ,24.046,124.485,26.5,6.49,277.0,23.0,140.0,98,45,0.039,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,5,29,  ,  ,     ,33.663,133.351,28.8,5.98,244.0,8.0,110.0,35,39,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,4,13,  ,  ,     ,33.359,132.89,26.4,5.9,216.0,10.0,100.0,12,43,0.039,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,4,9,  ,  ,     ,28.346,130.87199,3.3,6.14,212.0,17.0,89.0,36,40,0.035,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,4,7,  ,  ,     ,31.794,132.41701,11.8,6.37,195.0,5.0,31.0,38,40,0.072,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,3,4,  ,  ,     ,26.576,127.845,34.4,5.73,248.0,30.0,144.0,33,39,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,1,28,  ,  ,     ,25.973,128.298,12.8,5.87,228.0,9.0,58.0,69,39,0.007,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,1,15,  ,  ,     ,30.188,131.271,20.2,6.12,206.0,21.0,80.0,41,40,0.028,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2009,1,11,  ,  ,     ,28.374,130.853,4.3,6.04,213.0,18.0,104.0,30,40,0.029,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,12,21,  ,  ,     ,30.73,131.37399,24.0,6.01,198.0,21.0,84.0,37,45,0.02,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,12,8,  ,  ,     ,24.255,124.011,30.9,6.44,258.0,28.0,99.0,71,47,0.042,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,11,19,  ,  ,     ,27.952,130.103,12.1,5.97,219.0,18.0,72.0,15,40,0.046,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,9,30,  ,  ,     ,33.479,132.819,28.4,6.05,213.0,11.0,85.0,51,33,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,9,23,  ,  ,     ,25.931,128.431,12.3,5.94,241.0,8.0,107.0,62,39,0.011,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,8,3,  ,  ,     ,28.707,130.131,33.6,6.33,222.0,28.0,114.0,37,40,0.066,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,7,27,  ,  ,     ,32.404,132.289,13.9,5.93,217.0,21.0,73.0,49,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,7,7,  ,  ,     ,31.63,132.304,12.1,6.12,191.0,5.0,80.0,40,39,0.03,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,7,6,  ,  ,     ,27.543,128.69099,45.4,6.44,209.0,29.0,91.0,28,39,0.128,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,5,23,  ,  ,     ,24.194,123.952,30.5,6.57,260.0,24.0,107.0,119,43,0.043,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,4,15,  ,  ,     ,26.06,128.371,14.2,5.91,245.0,12.0,133.0,52,45,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,3,23,  ,  ,     ,33.559,133.26401,27.6,6.08,240.0,8.0,100.0,76,44,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,3,11,  ,  ,     ,28.068,130.295,10.7,5.97,222.0,18.0,126.0,38,40,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,3,7,  ,  ,     ,27.051,128.937,24.8,6.01,216.0,22.0,117.0,69,38,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2008,2,12,  ,  ,     ,28.558,130.36301,21.6,5.91,222.0,24.0,126.0,47,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,12,29,  ,  ,     ,26.109,128.202,16.0,5.78,242.0,13.0,119.0,34,41,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,10,28,  ,  ,     ,24.12,124.471,27.1,6.46,269.0,23.0,126.0,106,43,0.034,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,10,17,  ,  ,     ,33.708,133.491,27.7,6.06,241.0,10.0,111.0,37,49,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,9,9,  ,  ,     ,33.643,132.911,28.6,5.98,206.0,10.0,78.0,58,41,0.012,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,8,28,  ,  ,     ,28.349,130.84399,4.1,6.26,213.0,17.0,91.0,34,40,0.057,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,8,13,  ,  ,     ,26.014,128.41901,13.2,5.96,242.0,10.0,99.0,67,40,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,7,3,  ,  ,     ,26.727,129.58501,7.1,6.54,209.0,9.0,81.0,46,39,0.113,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,5,10,  ,  ,     ,33.698,133.41901,28.1,6.07,238.0,10.0,103.0,31,34,0.037,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,5,4,  ,  ,     ,28.838,131.015,9.1,6.38,213.0,19.0,117.0,45,39,0.065,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,3,30,  ,  ,     ,26.67,129.41901,8.7,6.26,211.0,11.0,49.0,38,39,0.051,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,3,13,  ,  ,     ,33.554,132.798,29.0,6.05,203.0,10.0,75.0,41,41,0.021,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2007,2,20,  ,  ,     ,24.213,124.026,28.9,6.62,259.0,27.0,99.0,92,58,0.05,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2006,12,9,  ,  ,     ,26.046,128.45799,13.8,5.92,248.0,11.0,134.0,65,41,0.009,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2006,11,16,  ,  ,     ,32.892,132.43201,18.9,6.14,212.0,30.0,100.0,122,42,0.01,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2006,10,28,  ,  ,     ,24.774,125.11,54.8,6.22,242.0,30.0,88.0,37,40,0.045,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2006,10,16,  ,  ,     ,26.877,128.87399,24.1,6.13,224.0,21.0,89.0,69,39,0.018,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
2006,9,18,  ,  ,     ,24.44,124.304,45.0,6.13,278.0,35.0,123.0,30,40,0.04,            ,Nishimura2014-SSE,Nishimura (2014),2018-06-25
